Ball Pos: 650.000000 450.000000 || Enemy pos: 650.000000 450.000000 || Robot dist: 325.000000 || Angle error: 0.000000
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 348.889679 || Angle error: -0.209902
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 348.968597 || Angle error: -0.209943
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.045013 || Angle error: -0.209983
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.119049 || Angle error: -0.210022
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.190735 || Angle error: -0.210060
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.260162 || Angle error: -0.210097
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.327423 || Angle error: -0.210134
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.392548 || Angle error: -0.210170
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.455597 || Angle error: -0.210204
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.516693 || Angle error: -0.210238
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.575867 || Angle error: -0.210271
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.633148 || Angle error: -0.210304
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.688690 || Angle error: -0.210335
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.742432 || Angle error: -0.210366
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.794464 || Angle error: -0.210395
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.844940 || Angle error: -0.210424
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.893799 || Angle error: -0.210453
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.941101 || Angle error: -0.210480
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 349.986938 || Angle error: -0.210507
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.031342 || Angle error: -0.210533
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.074341 || Angle error: -0.210559
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.115967 || Angle error: -0.210584
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.156311 || Angle error: -0.210608
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.195404 || Angle error: -0.210631
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.233246 || Angle error: -0.210654
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.269928 || Angle error: -0.210676
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.305420 || Angle error: -0.210698
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.339844 || Angle error: -0.210719
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.373169 || Angle error: -0.210739
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.405457 || Angle error: -0.210759
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.436737 || Angle error: -0.210778
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.467041 || Angle error: -0.210797
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.496399 || Angle error: -0.210815
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.524811 || Angle error: -0.210833
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.552338 || Angle error: -0.210850
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.579041 || Angle error: -0.210867
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.604889 || Angle error: -0.210883
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.629913 || Angle error: -0.210899
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.654144 || Angle error: -0.210914
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.677643 || Angle error: -0.210929
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.700378 || Angle error: -0.210943
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.722443 || Angle error: -0.210957
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.743774 || Angle error: -0.210971
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.764465 || Angle error: -0.210984
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.784485 || Angle error: -0.210997
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.803894 || Angle error: -0.211009
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.822693 || Angle error: -0.211022
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.840942 || Angle error: -0.211033
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.858582 || Angle error: -0.211045
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.875671 || Angle error: -0.211056
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.892242 || Angle error: -0.211067
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.908295 || Angle error: -0.211077
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.923859 || Angle error: -0.211087
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.938904 || Angle error: -0.211097
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.953522 || Angle error: -0.211106
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.967651 || Angle error: -0.211116
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.981354 || Angle error: -0.211125
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 350.994598 || Angle error: -0.211133
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.007446 || Angle error: -0.211142
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.019897 || Angle error: -0.211150
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.031952 || Angle error: -0.211158
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.043640 || Angle error: -0.211165
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.054962 || Angle error: -0.211173
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.065918 || Angle error: -0.211180
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.076538 || Angle error: -0.211187
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.086823 || Angle error: -0.211194
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.096802 || Angle error: -0.211201
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.106445 || Angle error: -0.211207
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.115814 || Angle error: -0.211213
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.124878 || Angle error: -0.211219
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.133667 || Angle error: -0.211225
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.142181 || Angle error: -0.211231
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.150421 || Angle error: -0.211236
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.158386 || Angle error: -0.211241
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.166138 || Angle error: -0.211247
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.173615 || Angle error: -0.211252
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.180878 || Angle error: -0.211256
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.187927 || Angle error: -0.211261
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.194733 || Angle error: -0.211266
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.201324 || Angle error: -0.211270
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.207733 || Angle error: -0.211275
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.213959 || Angle error: -0.211279
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.219971 || Angle error: -0.211283
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.225800 || Angle error: -0.211287
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.231445 || Angle error: -0.211290
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.236908 || Angle error: -0.211294
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.242188 || Angle error: -0.211298
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.247314 || Angle error: -0.211301
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.252289 || Angle error: -0.211304
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.257080 || Angle error: -0.211308
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.261749 || Angle error: -0.211311
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.266266 || Angle error: -0.211314
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.270630 || Angle error: -0.211317
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.274872 || Angle error: -0.211320
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.278992 || Angle error: -0.211323
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.282959 || Angle error: -0.211325
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.286835 || Angle error: -0.211328
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.290558 || Angle error: -0.211330
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.294189 || Angle error: -0.211333
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.297699 || Angle error: -0.211335
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.301086 || Angle error: -0.211337
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.304382 || Angle error: -0.211340
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.307556 || Angle error: -0.211342
Ball Pos: 650.000000 450.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 351.310638 || Angle error: -0.211344
Ball Pos: 424.000000 769.000000 || Enemy pos: 424.000000 769.000000 || Robot dist: 334.008972 || Angle error: 1.269876
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 323.319366 || Angle error: 1.371534
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 321.534088 || Angle error: 1.370412
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 319.962341 || Angle error: 1.369414
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 318.572968 || Angle error: 1.368524
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 317.339630 || Angle error: 1.367727
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 316.240143 || Angle error: 1.367011
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 315.256012 || Angle error: 1.366366
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 314.371735 || Angle error: 1.365782
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 313.574280 || Angle error: 1.365254
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 312.852753 || Angle error: 1.364773
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 312.197845 || Angle error: 1.364334
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 311.601746 || Angle error: 1.363934
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 311.057709 || Angle error: 1.363567
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 310.559998 || Angle error: 1.363230
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 310.103668 || Angle error: 1.362920
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 309.684387 || Angle error: 1.362634
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 309.298462 || Angle error: 1.362371
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 308.942566 || Angle error: 1.362127
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 308.613892 || Angle error: 1.361902
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 308.309875 || Angle error: 1.361692
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 308.028259 || Angle error: 1.361498
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 307.767120 || Angle error: 1.361318
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 307.524689 || Angle error: 1.361151
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 307.299347 || Angle error: 1.360995
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 307.089661 || Angle error: 1.360849
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 306.894379 || Angle error: 1.360714
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 306.712402 || Angle error: 1.360587
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 306.542603 || Angle error: 1.360469
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 306.384094 || Angle error: 1.360358
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 306.236023 || Angle error: 1.360255
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 306.097595 || Angle error: 1.360159
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.968140 || Angle error: 1.360068
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.846985 || Angle error: 1.359983
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.733521 || Angle error: 1.359904
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.627228 || Angle error: 1.359829
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.527588 || Angle error: 1.359760
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.434143 || Angle error: 1.359694
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.346527 || Angle error: 1.359633
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.264252 || Angle error: 1.359575
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.187012 || Angle error: 1.359521
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.114532 || Angle error: 1.359470
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 305.046387 || Angle error: 1.359422
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.982391 || Angle error: 1.359377
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.922241 || Angle error: 1.359334
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.865662 || Angle error: 1.359294
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.812469 || Angle error: 1.359257
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.762421 || Angle error: 1.359222
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.715363 || Angle error: 1.359189
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.671082 || Angle error: 1.359157
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.629395 || Angle error: 1.359128
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.590149 || Angle error: 1.359100
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.553223 || Angle error: 1.359074
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.518433 || Angle error: 1.359050
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.485657 || Angle error: 1.359027
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.454803 || Angle error: 1.359005
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.425720 || Angle error: 1.358984
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.398346 || Angle error: 1.358965
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.372528 || Angle error: 1.358947
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.348206 || Angle error: 1.358929
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.325317 || Angle error: 1.358913
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.303711 || Angle error: 1.358898
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.283325 || Angle error: 1.358884
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.264099 || Angle error: 1.358870
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.246002 || Angle error: 1.358857
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.228943 || Angle error: 1.358845
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.212830 || Angle error: 1.358834
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.197632 || Angle error: 1.358823
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.183319 || Angle error: 1.358813
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.169830 || Angle error: 1.358803
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.157104 || Angle error: 1.358794
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.145081 || Angle error: 1.358786
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.133728 || Angle error: 1.358778
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.123047 || Angle error: 1.358770
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.112976 || Angle error: 1.358763
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.103455 || Angle error: 1.358756
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.094482 || Angle error: 1.358750
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.085999 || Angle error: 1.358744
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.078003 || Angle error: 1.358738
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.070465 || Angle error: 1.358733
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.063354 || Angle error: 1.358728
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.056641 || Angle error: 1.358723
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.050323 || Angle error: 1.358719
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.044342 || Angle error: 1.358714
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.038727 || Angle error: 1.358710
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.033417 || Angle error: 1.358707
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.028381 || Angle error: 1.358703
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.023651 || Angle error: 1.358700
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.019165 || Angle error: 1.358697
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.014954 || Angle error: 1.358694
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.010956 || Angle error: 1.358691
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.007202 || Angle error: 1.358688
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.003662 || Angle error: 1.358686
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 304.000305 || Angle error: 1.358683
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.997162 || Angle error: 1.358681
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.994171 || Angle error: 1.358679
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.991364 || Angle error: 1.358677
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.988708 || Angle error: 1.358675
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.986206 || Angle error: 1.358673
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.983856 || Angle error: 1.358672
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.981598 || Angle error: 1.358670
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.979492 || Angle error: 1.358668
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.977509 || Angle error: 1.358667
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.975616 || Angle error: 1.358666
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.973816 || Angle error: 1.358665
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.972168 || Angle error: 1.358663
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.970581 || Angle error: 1.358662
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.969086 || Angle error: 1.358661
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.967682 || Angle error: 1.358660
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.966339 || Angle error: 1.358659
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.965088 || Angle error: 1.358658
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.963898 || Angle error: 1.358657
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.962769 || Angle error: 1.358657
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.961700 || Angle error: 1.358656
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.960724 || Angle error: 1.358655
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.959778 || Angle error: 1.358654
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.958893 || Angle error: 1.358654
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.958038 || Angle error: 1.358653
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.957245 || Angle error: 1.358653
Ball Pos: 389.000000 768.997681 || Enemy pos: 424.000000 769.000000 || Robot dist: 303.956482 || Angle error: 1.358652
